account,behavior_category
a15579,inactive
a28634,inactive
a24520,low_activity
a13993,low_activity
a29945,medium_activity_unidirectional
a23741,inactive
a07888,inactive
a01463,inactive
a11159,inactive
a13939,inactive
a28090,inactive
a10151,medium_activity_bidirectional
a28044,medium_activity_unidirectional
a27256,low_activity
a17875,low_activity
a19032,inactive
a19884,low_activity
a08006,inactive
a18232,low_activity
a10809,medium_activity_bidirectional
a24358,medium_activity_bidirectional
a15294,inactive
a02686,inactive
a13079,inactive
a13185,medium_activity_unidirectional
a15722,low_activity
a19888,low_activity
a15199,inactive
a09696,low_activity
a00259,low_activity
a27365,inactive
a15368,medium_activity_bidirectional
a02409,inactive
a25299,low_activity
a22101,inactive
a16831,medium_activity_unidirectional
a05512,medium_activity_unidirectional
a01227,inactive
a17604,low_activity
a29728,inactive
a11580,low_activity
a07861,low_activity
a17810,medium_activity_bidirectional
a16413,inactive
a11520,medium_activity_bidirectional
a21280,medium_activity_unidirectional
a03641,inactive
a14210,low_activity
a01522,low_activity
a03485,inactive
a26344,low_activity
a18254,low_activity
a30479,medium_activity_bidirectional
a20251,inactive
a17962,inactive
a31298,inactive
a24240,low_activity
a29435,inactive
a07821,medium_activity_unidirectional
a16944,inactive
a28688,medium_activity_unidirectional
a19774,low_activity
a30929,low_activity
a10359,medium_activity_bidirectional
a27451,inactive
a22494,low_activity
a21175,low_activity
a08345,medium_activity_bidirectional
a09369,medium_activity_unidirectional
a17151,inactive
a28872,medium_activity_bidirectional
a17783,inactive
a08529,inactive
a15698,medium_activity_unidirectional
a10125,medium_activity_unidirectional
a08767,inactive
a24469,inactive
a23709,inactive
a12205,low_activity
a25660,medium_activity_unidirectional
a15500,inactive
a21777,medium_activity_unidirectional
a25993,low_activity
a19807,inactive
a05137,inactive
a00323,inactive
a12164,inactive
a04242,low_activity
a05455,inactive
a07836,low_activity
a08924,inactive
a07663,medium_activity_bidirectional
a10574,inactive
a04582,medium_activity_bidirectional
a03556,low_activity
a07670,inactive
a01382,inactive
a28261,inactive
a07234,low_activity
a14989,inactive
a30855,inactive
a13926,medium_activity_bidirectional
a15123,inactive
a18390,inactive
a12633,inactive
a11007,inactive
a24351,inactive
a19990,low_activity
a24963,inactive
a07500,low_activity
a11632,inactive
a19916,medium_activity_unidirectional
a31481,inactive
a13505,medium_activity_unidirectional
a10746,low_activity
a24245,medium_activity_unidirectional
a16163,inactive
a14991,inactive
a00549,medium_activity_unidirectional
a18055,low_activity
a14128,inactive
a07518,medium_activity_unidirectional
a15557,low_activity
a07418,medium_activity_unidirectional
a28953,inactive
a00049,inactive
a10798,inactive
a20504,inactive
a09937,low_activity
a16198,low_activity
a13646,inactive
a12706,inactive
a07375,low_activity
a21938,medium_activity_unidirectional
a16760,inactive
a27728,inactive
a04768,low_activity
a12320,low_activity
a00604,inactive
a15763,inactive
a31219,inactive
a20058,medium_activity_unidirectional
a11395,inactive
a09208,low_activity
a04145,inactive
a00763,inactive
a13161,medium_activity_bidirectional
a16669,low_activity
a18386,inactive
a03169,inactive
a28390,inactive
a08899,low_activity
a03250,medium_activity_bidirectional
a11049,inactive
a00398,inactive
a21492,inactive
a15827,inactive
a27278,inactive
a16346,low_activity
a17212,low_activity
a10568,low_activity
a05001,inactive
a20466,low_activity
a08407,inactive
a06033,medium_activity_bidirectional
a28543,inactive
a19392,low_activity
a24877,inactive
a17503,low_activity
a21443,low_activity
a27744,inactive
a17475,low_activity
a14086,inactive
a24160,inactive
a21013,inactive
a28705,medium_activity_unidirectional
a31030,inactive
a23257,low_activity
a19130,inactive
a30873,low_activity
a21749,inactive
a09972,inactive
a01805,inactive
a22172,inactive
a17547,low_activity
a15695,medium_activity_unidirectional
a17644,inactive
a24918,low_activity
a10619,low_activity
a15672,low_activity
a10501,inactive
a05487,inactive
a14811,inactive
a16660,low_activity
a08720,inactive
a19577,low_activity
a27046,inactive
a10000,medium_activity_bidirectional
a06175,inactive
a14538,inactive
a10891,inactive
a12218,inactive
a17630,low_activity
a14603,medium_activity_bidirectional
a02765,inactive
a09177,low_activity
a28672,inactive
a20774,inactive
a10768,medium_activity_bidirectional
a18147,inactive
a14105,medium_activity_bidirectional
a15598,inactive
a04324,inactive
a21176,low_activity
a05814,inactive
a11593,inactive
a10512,low_activity
a27974,inactive
a19462,low_activity
a17559,low_activity
a19340,inactive
a06931,inactive
a11367,inactive
a11175,inactive
a30111,low_activity
a11285,low_activity
a25201,medium_activity_bidirectional
a10817,inactive
a20457,medium_activity_unidirectional
a10239,inactive
a13967,inactive
a08785,inactive
a04186,inactive
a25408,medium_activity_unidirectional
a03815,inactive
a28497,low_activity
a16308,inactive
a00339,low_activity
a00489,inactive
a29634,medium_activity_unidirectional
a18330,inactive
a25597,inactive
a14084,inactive
a22052,inactive
a27577,medium_activity_unidirectional
a16197,inactive
a29913,medium_activity_unidirectional
a06145,medium_activity_unidirectional
a02187,inactive
a31492,medium_activity_unidirectional
a14355,low_activity
a14123,inactive
a08275,inactive
a08425,inactive
a27010,low_activity
a04143,medium_activity_unidirectional
a24832,inactive
a22041,inactive
a04814,inactive
a21794,inactive
a15602,low_activity
a15042,medium_activity_bidirectional
a14486,inactive
a17665,medium_activity_bidirectional
a07212,low_activity
a14877,inactive
a28298,medium_activity_unidirectional
a09462,inactive
a18411,low_activity
a24489,low_activity
a30258,inactive
a01083,inactive
a11642,inactive
a15398,low_activity
a19270,low_activity
a15104,inactive
a05048,inactive
a11312,inactive
a14318,inactive
a26052,inactive
a24135,inactive
a03310,medium_activity_unidirectional
a15856,inactive
a15983,inactive
a15440,inactive
a23079,medium_activity_bidirectional
a06700,low_activity
a29621,inactive
a11304,inactive
a25592,low_activity
a21172,low_activity
a00819,low_activity
a29466,medium_activity_unidirectional
a04534,medium_activity_unidirectional
a28097,inactive
a23193,inactive
a07858,medium_activity_unidirectional
a05506,medium_activity_unidirectional
a20471,low_activity
a17720,low_activity
a02934,inactive
a08297,low_activity
a29301,medium_activity_bidirectional
a21668,inactive
a15620,low_activity
a29842,inactive
a23163,inactive
a09165,low_activity
a23635,inactive
a15746,low_activity
a06150,low_activity
a06938,inactive
a25172,inactive
a30804,low_activity
a25252,inactive
a26918,low_activity
a29326,low_activity
a18529,inactive
a05452,low_activity
a14958,low_activity
a10267,low_activity
a02179,inactive
a15801,medium_activity_unidirectional
a28504,low_activity
a02310,inactive
a22131,inactive
a26589,inactive
a21401,low_activity
a14872,medium_activity_unidirectional
a31328,inactive
a04008,low_activity
a19957,medium_activity_unidirectional
a19748,inactive
a23052,medium_activity_unidirectional
a27151,inactive
a18523,inactive
a05347,inactive
a05176,inactive
a05314,medium_activity_unidirectional
a06292,inactive
a07608,low_activity
a00922,low_activity
a19378,medium_activity_unidirectional
a02496,medium_activity_bidirectional
a02329,medium_activity_unidirectional
a17196,inactive
a10400,inactive
a20461,inactive
a08452,inactive
a25475,inactive
a18742,inactive
a02206,inactive
a20522,inactive
a13656,inactive
a08179,medium_activity_unidirectional
a02266,inactive
a21139,inactive
a24708,inactive
a00165,inactive
a18929,low_activity
a29768,medium_activity_unidirectional
a17605,inactive
a26983,medium_activity_bidirectional
a27699,inactive
a03345,low_activity
a31351,inactive
a30227,medium_activity_bidirectional
a00328,low_activity
a19490,inactive
a31073,medium_activity_bidirectional
a05560,inactive
a09984,inactive
a08627,low_activity
a03468,medium_activity_unidirectional
a02642,inactive
a21020,low_activity
a10733,low_activity
a18610,inactive
a12169,inactive
a06699,medium_activity_unidirectional
a17972,low_activity
a04931,inactive
a23271,low_activity
a22797,inactive
a23707,low_activity
a22544,inactive
a09522,low_activity
a04213,inactive
a28306,medium_activity_bidirectional
a07735,medium_activity_unidirectional
a25086,inactive
a00194,inactive
a02805,medium_activity_bidirectional
a05701,inactive
a16260,inactive
a23299,inactive
a19612,low_activity
a15957,medium_activity_bidirectional
a02128,inactive
a12410,inactive
a27194,medium_activity_bidirectional
a20213,inactive
a14033,inactive
a12912,low_activity
a25495,medium_activity_bidirectional
a08735,inactive
a18493,low_activity
a01740,inactive
a05954,inactive
a28025,inactive
a15265,medium_activity_bidirectional
a29970,inactive
a18236,inactive
a27723,inactive
a11957,inactive
a16640,low_activity
a19948,medium_activity_unidirectional
a06621,medium_activity_unidirectional
a08894,low_activity
a08957,medium_activity_unidirectional
a24865,inactive
a20467,low_activity
a05197,inactive
a11900,low_activity
a08930,inactive
a08010,low_activity
a21512,medium_activity_bidirectional
a03729,inactive
a09356,medium_activity_bidirectional
a11091,inactive
a08064,medium_activity_bidirectional
a06162,medium_activity_bidirectional
a14838,inactive
a22589,low_activity
a08476,inactive
a22239,inactive
a13521,medium_activity_bidirectional
a24259,low_activity
a19001,medium_activity_bidirectional
a00116,medium_activity_bidirectional
a20122,low_activity
a21478,inactive
a20066,inactive
a22759,inactive
a26920,inactive
a22247,low_activity
a24127,inactive
a14646,low_activity
a08395,medium_activity_bidirectional
a16615,medium_activity_bidirectional
a23182,low_activity
a05981,low_activity
a01075,low_activity
a25427,inactive
a07585,low_activity
a01174,inactive
a16118,low_activity
a27867,inactive
a02554,inactive
a23294,medium_activity_unidirectional
a01905,medium_activity_unidirectional
a22787,inactive
a11552,inactive
a17918,low_activity
a07056,inactive
a28469,low_activity
a25618,low_activity
a14302,low_activity
a25644,low_activity
a28496,low_activity
a30751,medium_activity_unidirectional
a17492,inactive
a00998,low_activity
a10046,medium_activity_bidirectional
a16386,inactive
a18201,low_activity
a29946,inactive
a24513,medium_activity_unidirectional
a00656,inactive
a29494,low_activity
a22133,inactive
a07080,inactive
a01609,inactive
a06508,inactive
a29835,inactive
a17625,inactive
a27125,inactive
a18797,inactive
a19193,medium_activity_unidirectional
a13865,inactive
a21256,medium_activity_bidirectional
a21247,medium_activity_unidirectional
a18863,inactive
a13489,low_activity
a04977,low_activity
a26061,medium_activity_unidirectional
a08884,medium_activity_unidirectional
a09667,low_activity
a12437,low_activity
a30333,inactive
a18064,low_activity
a17299,medium_activity_unidirectional
a06967,low_activity
a06514,medium_activity_unidirectional
a15594,inactive
a28566,medium_activity_unidirectional
a08442,inactive
a13102,medium_activity_unidirectional
a26060,low_activity
a13584,inactive
a04626,inactive
a30701,medium_activity_bidirectional
a00814,inactive
a27250,medium_activity_unidirectional
a12681,low_activity
a25175,low_activity
a04050,medium_activity_bidirectional
a26632,low_activity
a28768,inactive
a26825,medium_activity_bidirectional
a26671,inactive
a14284,medium_activity_unidirectional
a19099,inactive
a00264,inactive
a04220,inactive
a23450,medium_activity_unidirectional
a10064,inactive
a31329,inactive
a23319,inactive
a07512,low_activity
a05562,low_activity
a09699,medium_activity_unidirectional
a06398,inactive
a29499,medium_activity_unidirectional
a02954,low_activity
a19018,inactive
a24330,medium_activity_unidirectional
a27681,inactive
a10749,inactive
a05089,low_activity
a00229,inactive
a04950,low_activity
a22108,inactive
a14456,inactive
a01048,inactive
a16656,medium_activity_bidirectional
a11577,inactive
a08939,low_activity
a10686,medium_activity_unidirectional
a26375,inactive
a27200,medium_activity_bidirectional
a31224,inactive
a23686,medium_activity_unidirectional
a01664,inactive
a09735,low_activity
a21635,inactive
a06993,low_activity
a11601,low_activity
a30395,low_activity
a13529,inactive
a16146,inactive
a23232,inactive
a31147,inactive
a20243,inactive
a10018,low_activity
a06567,low_activity
a03384,inactive
a01834,low_activity
a00100,inactive
a26680,low_activity
a00955,inactive
a16672,low_activity
a17450,low_activity
a27786,medium_activity_unidirectional
a21672,low_activity
a29246,inactive
a01260,low_activity
a28037,inactive
a17429,low_activity
a21111,low_activity
a30351,low_activity
a02933,medium_activity_bidirectional
a20025,low_activity
a14327,inactive
a15102,low_activity
a05951,inactive
a15740,medium_activity_unidirectional
a26988,inactive
a10414,low_activity
a27404,medium_activity_bidirectional
a15448,low_activity
a15247,medium_activity_bidirectional
a00515,low_activity
a24125,medium_activity_unidirectional
a03385,inactive
a16292,low_activity
a04003,inactive
a00598,inactive
a21194,low_activity
a29932,low_activity
a03820,low_activity
a00444,medium_activity_unidirectional
a21852,low_activity
a14227,inactive
a28437,inactive
a27361,inactive
a30654,inactive
a29033,inactive
a01405,low_activity
a31489,inactive
a10334,medium_activity_unidirectional
a11910,medium_activity_bidirectional
a16127,inactive
a26425,inactive
a14426,inactive
a09358,low_activity
a26733,inactive
a29924,low_activity
a04732,inactive
a17242,low_activity
a00902,inactive
a06367,low_activity
a22981,low_activity
a15608,inactive
a08540,medium_activity_bidirectional
a04997,low_activity
a29342,inactive
a17462,inactive
a09501,inactive
a12014,inactive
a16451,inactive
a08472,medium_activity_bidirectional
a11095,inactive
a19508,inactive
a28842,medium_activity_bidirectional
a15306,low_activity
a03016,inactive
a11258,inactive
a02455,low_activity
a29395,inactive
a17805,inactive
a00586,inactive
a17377,inactive
a20744,inactive
a19705,inactive
a00836,medium_activity_unidirectional
a18173,low_activity
a11201,inactive
a26114,low_activity
a02752,medium_activity_bidirectional
a27243,low_activity
a15430,low_activity
a01521,low_activity
a03712,medium_activity_bidirectional
a29467,medium_activity_unidirectional
a17599,medium_activity_bidirectional
a21942,low_activity
a11722,low_activity
a04526,inactive
a10462,inactive
a15502,inactive
a28658,inactive
a05861,inactive
a23311,low_activity
a26972,inactive
a01178,medium_activity_unidirectional
a22269,medium_activity_unidirectional
a28731,inactive
a22534,inactive
a04091,low_activity
a06618,inactive
a07069,inactive
a28867,inactive
a09901,inactive
